data_estimativa;data_pagamento;base_de_calculo;perc_transmitido;'finalidade_construcao';'logradouro';n_endereco;'n_unidade';'complemento_endereco';'bairro';cep;area_total_terreno;area_constr_total;area_constr_privativa;ano_construcao;'n_matricula_reg_imoveis';'n_zona_reg_imoveis';'situacao'
;2026/08/11 00:00:00;448283.29;2.52;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';375;'';'apto 1002 edf luar do rosarinho';'Encruzilhada';;798.91;118.64;118.64;2007;'';'';'CONCLUIDO'
;2026/07/09 00:00:00;840000.00;1.58;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 1403 edf sainte juliana';'Encruzilhada';;1295.39;145.49;145.49;2017;'';'';'CONCLUIDO'
;2026/02/27 00:00:00;820000.00;1.59;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 2001 edf sainte juliana';'Encruzilhada';;1295.39;145.68;145.68;2017;'';'';'CONCLUIDO'
;2026/06/08 00:00:00;780000.00;1.58;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 903 edf sainte juliana';'Encruzilhada';;1295.39;145.49;145.49;2017;'';'';'CONCLUIDO'
;2026/02/10 00:00:00;740000.00;1.58;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 1603 edf sainte juliana';'Encruzilhada';;1295.39;145.49;145.49;2017;'';'';'CONCLUIDO'
;2026/03/26 00:00:00;750000.00;1.59;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 1502 edf sainte juliana';'Encruzilhada';;1295.39;145.8;145.8;2017;'';'';'CONCLUIDO'
;2026/07/13 00:00:00;1000000.00;2.00;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua belmiro correa';59;'';'apto 402 edf. jardim monet';'Encruzilhada';;1509.37;187.9;187.9;2021;'';'';'CONCLUIDO'
;2026/07/20 00:00:00;1000000.00;2.00;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua belmiro correa';59;'';'apto 801 edf. jardim monet';'Encruzilhada';;1509.37;187.9;187.9;2021;'';'';'CONCLUIDO'
;2026/07/07 00:00:00;1000000.00;2.00;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua belmiro correa';59;'';'apto 902 edf. jardim monet';'Encruzilhada';;1509.37;187.9;187.9;2021;'';'';'CONCLUIDO'
;2026/06/10 00:00:00;980000.00;2.00;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua belmiro correa';59;'';'apto 202 edf. jardim monet';'Encruzilhada';;1509.37;187.9;187.9;2021;'';'';'CONCLUIDO'
