data_estimativa;data_pagamento;base_de_calculo;perc_transmitido;'finalidade_construcao';'logradouro';n_endereco;'n_unidade';'complemento_endereco';'bairro';cep;area_total_terreno;area_constr_total;area_constr_privativa;ano_construcao;'n_matricula_reg_imoveis';'n_zona_reg_imoveis';'situacao'
;2025/11/30 00:00:00;1068562.63;100.00;'COMERCIAL SEM LIXO ORGANICO Galpão';'av norte miguel arraes de alencar';3071;'';'';'Encruzilhada';;438;511;511;1997;'';'';'CONCLUIDO'
;2025/11/30 00:00:00;1068562.63;100.00;'COMERCIAL SEM LIXO ORGANICO Galpão';'av norte miguel arraes de alencar';3071;'';'';'Encruzilhada';;438;511;511;1997;'';'';'CONCLUIDO'
;2025/11/30 00:00:00;1951000.00;100.00;'COMERCIAL SEM LIXO ORGANICO Casa';'av norte miguel arraes de alencar';3029;'';'';'Encruzilhada';;779.33;582.44;582.44;1957;'';'';'CONCLUIDO'
;2025/11/28 00:00:00;393452.82;2.52;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';375;'';'apto 101 edf luar do rosarinho';'Encruzilhada';;798.91;118.64;118.64;2007;'';'';'CONCLUIDO'
;2025/10/02 00:00:00;402821.74;2.52;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';375;'';'apto 501 edf luar do rosarinho';'Encruzilhada';;798.91;118.64;118.64;2007;'';'';'CONCLUIDO'
;2025/09/30 00:00:00;462821.07;2.70;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';375;'';'apto 1202 edf luar do rosarinho';'Encruzilhada';;798.91;132.11;132.11;2007;'';'';'CONCLUIDO'
;2025/06/06 00:00:00;465551.99;2.70;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';375;'';'apto 1302 edf luar do rosarinho';'Encruzilhada';;798.91;132.11;132.11;2007;'';'';'CONCLUIDO'
;2025/05/12 00:00:00;398109.72;2.52;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';375;'';'apto 302 edf luar do rosarinho';'Encruzilhada';;798.91;118.64;118.64;2007;'';'';'CONCLUIDO'
;2025/01/08 00:00:00;505000.00;2.70;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';375;'';'apto 803 edf luar do rosarinho';'Encruzilhada';;798.91;132.01;132.01;2007;'';'';'CONCLUIDO'
;2025/04/14 00:00:00;790000.00;1.59;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 1201 edf sainte juliana';'Encruzilhada';;1295.39;145.68;145.68;2017;'';'';'CONCLUIDO'
;2025/07/03 00:00:00;780000.00;1.58;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 1503 edf sainte juliana';'Encruzilhada';;1295.39;145.49;145.49;2017;'';'';'CONCLUIDO'
;2025/10/29 00:00:00;800000.00;1.58;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 1703 edf sainte juliana';'Encruzilhada';;1295.39;145.49;145.49;2017;'';'';'CONCLUIDO'
;2025/01/08 00:00:00;780000.00;1.59;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 1501 edf sainte juliana';'Encruzilhada';;1295.39;145.68;145.68;2017;'';'';'CONCLUIDO'
;2025/01/14 00:00:00;840000.00;1.59;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 1602 edf sainte juliana';'Encruzilhada';;1295.39;145.8;145.8;2017;'';'';'CONCLUIDO'
;2025/11/27 00:00:00;1882395.00;100.00;'RESIDENCIAL Casa';'av santos dumont';824;'';'';'Encruzilhada';;466.88;290.97;290.97;1951;'';'';'CONCLUIDO'
;2025/11/11 00:00:00;1080000.00;1.92;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';334;'';'apto 201 edf essenza rosarinho';'Encruzilhada';;1737.63;183.6;183.6;2011;'';'';'CONCLUIDO'
;2025/01/14 00:00:00;1000000.00;1.92;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';334;'';'apto 202 edf essenza rosarinho';'Encruzilhada';;1737.63;183.6;183.6;2011;'';'';'CONCLUIDO'
;2025/11/13 00:00:00;1050000.00;2.00;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua belmiro correa';59;'';'apto 602 edf. jardim monet';'Encruzilhada';;1509.37;187.9;187.9;2021;'';'';'CONCLUIDO'
;2025/07/18 00:00:00;1200000.00;2.00;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua belmiro correa';59;'';'apto 1501 edf. jardim monet';'Encruzilhada';;1509.37;187.9;187.9;2021;'';'';'CONCLUIDO'
