data_estimativa;data_pagamento;base_de_calculo;perc_transmitido;'finalidade_construcao';'logradouro';n_endereco;'n_unidade';'complemento_endereco';'bairro';cep;area_total_terreno;area_constr_total;area_constr_privativa;ano_construcao;'n_matricula_reg_imoveis';'n_zona_reg_imoveis';'situacao'
;2024/01/23 00:00:00;106856263;100.00;'COMERCIAL COM LIXO ORGANICO Galpão';'av norte miguel arraes de alencar';3071;'';'';'Encruzilhada';;438.0;511.0;511.0;1997;'';'';'CONCLUIDO'
;2024/01/05 00:00:00;150000000;100.00;'COMERCIAL SEM LIXO ORGANICO Casa';'av norte miguel arraes de alencar';3029;'';'';'Encruzilhada';;779.33;582.44;582.44;1957;'';'';'CONCLUIDO'
;2024/01/25 00:00:00;195100000;100.00;'COMERCIAL SEM LIXO ORGANICO Casa';'av norte miguel arraes de alencar';3029;'';'';'Encruzilhada';;779.33;582.44;582.44;1957;'';'';'CONCLUIDO'
;2024/05/22 00:00:00;39550175;2.52;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';375;'';'apto 203 edf luar do rosarinho';'Encruzilhada';;798.91;118.55;118.55;2007;'';'';'CONCLUIDO'
;2024/10/22 00:00:00;40254422;2.52;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';375;'';'apto 503 edf luar do rosarinho';'Encruzilhada';;798.91;118.55;118.55;2007;'';'';'CONCLUIDO'
;2024/05/15 00:00:00;40519863;2.52;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';375;'';'apto 602 edf luar do rosarinho';'Encruzilhada';;798.91;118.64;118.64;2007;'';'';'CONCLUIDO'
;2024/08/05 00:00:00;40999456;2.52;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';375;'';'apto 801 edf luar do rosarinho';'Encruzilhada';;798.91;118.64;118.64;2007;'';'';'CONCLUIDO'
;2024/07/26 00:00:00;79000000;1.59;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 902 edf sainte juliana';'Encruzilhada';;1295.39;145.8;145.8;2017;'';'';'CONCLUIDO'
;2024/02/01 00:00:00;68000000;1.58;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 203 edf sainte juliana';'Encruzilhada';;1295.39;145.49;145.49;2017;'';'';'CONCLUIDO'
;2024/06/18 00:00:00;78500000;1.59;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 1001 edf sainte juliana';'Encruzilhada';;1295.39;145.68;145.68;2017;'';'';'CONCLUIDO'
;2024/04/15 00:00:00;70000000;1.59;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 1901 edf sainte juliana';'Encruzilhada';;1295.39;145.68;145.68;2017;'';'';'CONCLUIDO'
;2024/01/23 00:00:00;188239500;100.00;'RESIDENCIAL Casa';'av santos dumont';824;'';'';'Encruzilhada';;466.88;290.97;290.97;1951;'';'';'CONCLUIDO'
;2024/03/08 00:00:00;185027550;100.00;'RESIDENCIAL Casa';'av santos dumont';836;'';'';'Encruzilhada';;484.4;376.11;376.11;1988;'';'';'CONCLUIDO'
;2024/01/31 00:00:00;185027550;100.00;'RESIDENCIAL Casa';'av santos dumont';836;'';'';'Encruzilhada';;484.4;376.11;376.11;1988;'';'';'CONCLUIDO'
;2024/07/16 00:00:00;105000000;1.92;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';334;'';'apto 501 edf essenza rosarinho';'Encruzilhada';;1737.63;183.6;183.6;2011;'';'';'CONCLUIDO'
;2024/10/09 00:00:00;115000000;1.92;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';334;'';'apto 602 edf essenza rosarinho';'Encruzilhada';;1737.63;183.6;183.6;2011;'';'';'CONCLUIDO'
;2024/07/09 00:00:00;80000000;2.74;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';390;'';'apto 702 edf acantis';'Encruzilhada';;1147.48;174.33;174.33;2005;'';'';'CONCLUIDO'
;2024/01/08 00:00:00;63000000;2.81;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';390;'';'apto 1801 edf acantis';'Encruzilhada';;1147.48;179.0;179.0;2005;'';'';'CONCLUIDO'
;2024/09/26 00:00:00;110000000;2.00;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua belmiro correa';59;'';'apto 2501 edf. jardim monet';'Encruzilhada';;1509.37;187.9;187.9;2021;'';'';'CONCLUIDO'
;2024/11/29 00:00:00;105000000;2.00;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua belmiro correa';59;'';'apto 702 edf. jardim monet';'Encruzilhada';;1509.37;187.9;187.9;2021;'';'';'CONCLUIDO'
;2024/01/31 00:00:00;110400000;2.00;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua belmiro correa';59;'';'apto 1501 edf. jardim monet';'Encruzilhada';;1509.37;187.9;187.9;2021;'';'';'CONCLUIDO'
