data_estimativa;data_pagamento;base_de_calculo;perc_transmitido;'finalidade_construcao';'logradouro';n_endereco;'n_unidade';'complemento_endereco';'bairro';cep;area_total_terreno;area_constr_total;area_constr_privativa;ano_construcao;'n_matricula_reg_imoveis';'n_zona_reg_imoveis';'situacao'
;2024/06/03 00:00:00;518000.00;4.47;'RESIDENCIAL';'AVE ALTAMIRO AVELINO SOARES';655;'APT 203';'';'CASTELO';31330000;840;115.67;115.67;2014;'';'ZAR2';'CONCLUIDO'
;2024/06/03 00:00:00;335000.00;0.72;'RESIDENCIAL';'AVE ALVARES CABRAL';1181;'APT 505';'';'LOURDES';30170004;1265.78;69.76;69.76;1998;'';'ZCBH';'CONCLUIDO'
;2024/06/03 00:00:00;170000.00;0.62;'RESIDENCIAL';'AVE DA REDE';472;'BLOCO 8 APT 301';'';'SAO GABRIEL';31980360;12600.00;64;64;1983;'';'ZAR2';'CONCLUIDO'
;2024/06/03 00:00:00;280000.00;0.86;'RESIDENCIAL';'AVE HERACLITO MOURAO DE MIRANDA';3303;'APT 201 BLOCO II';'';'BANDEIRANTES';31365283;6032.91;97.63;97.63;2011;'';'ZAP';'CONCLUIDO'
;2024/06/03 00:00:00;146785.28;0.41;'RESIDENCIAL';'AVE OLEGARIO MACIEL';274;'APT 1004';'';'CENTRO';30180914;1040.00;56.09;56.09;1969;'';'ZHIP';'CONCLUIDO'
;2024/06/03 00:00:00;151757.50;0.42;'RESIDENCIAL';'AVE OLEGARIO MACIEL';274;'APT 1401';'';'CENTRO';30180914;1040.00;57.99;57.99;1969;'';'ZHIP';'CONCLUIDO'
;2024/06/03 00:00:00;193498.02;0.54;'RESIDENCIAL';'AVE OLEGARIO MACIEL';274;'APT 1406';'';'CENTRO';30180914;1040.00;73.94;73.94;1969;'';'ZHIP';'CONCLUIDO'
;2024/06/03 00:00:00;199176.83;0.55;'RESIDENCIAL';'AVE OLEGARIO MACIEL';274;'APT 503';'';'CENTRO';30180914;1040.00;76.11;76.11;1969;'';'ZHIP';'CONCLUIDO'
;2024/06/03 00:00:00;146785.28;0.41;'RESIDENCIAL';'AVE OLEGARIO MACIEL';274;'APT 504';'';'CENTRO';30180914;1040.00;56.09;56.09;1969;'';'ZHIP';'CONCLUIDO'
;2024/06/03 00:00:00;138489.52;0.39;'RESIDENCIAL';'AVE OLEGARIO MACIEL';274;'APT 505';'';'CENTRO';30180914;1040.00;52.92;52.92;1969;'';'ZHIP';'CONCLUIDO'
;2024/06/03 00:00:00;171646.40;0.48;'RESIDENCIAL';'AVE OLEGARIO MACIEL';274;'APT 507';'';'CENTRO';30180914;1040.00;65.59;65.59;1967;'';'ZHIP';'CONCLUIDO'
;2024/06/03 00:00:00;138489.52;0.39;'RESIDENCIAL';'AVE OLEGARIO MACIEL';274;'APT 805';'';'CENTRO';30180914;1040.00;52.92;52.92;1969;'';'ZHIP';'CONCLUIDO'
;2024/06/03 00:00:00;214881.33;0.38;'RESIDENCIAL';'AVE PARANA';466;'APT 304';'';'CENTRO';30120020;1236.00;63.37;63.37;1966;'';'ZHIP';'CONCLUIDO'
;2024/06/03 00:00:00;154584.80;0.24;'RESIDENCIAL';'ROD ANEL RODOVIARIO CELSO MELLO AZEVEDO';27001;'APT 202 BLOCO 5';'';'PAULO VI';31995355;31460.49;52.94;52.94;2014;'';'ZP1';'CONCLUIDO'
;2024/06/03 00:00:00;191607.72;0.65;'NAO RESIDENCIAL';'RUA ALAGOAS';1000;'SALA 1108';'';'SAVASSI';30130167;1111.72;51.6;51.6;1995;'';'ZCBH';'CONCLUIDO'
;2024/06/03 00:00:00;1145000.00;100.00;'RESIDENCIAL';'RUA ALBERTO DE OLIVEIRA';155;'';'';'SANTA MONICA';31525120;360;293.24;459.08;2004;'';'ZAP';'CONCLUIDO'
;2024/06/03 00:00:00;1145000.00;100.00;'RESIDENCIAL';'RUA ALBERTO DE OLIVEIRA';155;'';'';'SANTA MONICA';31525120;360;293.24;323.16;2020;'';'ZAP';'CONCLUIDO'
;2024/06/03 00:00:00;160000.00;0.53;'RESIDENCIAL';'RUA ALOISIO DE AZEVEDO';30;'BLOCO 13B ANDAR APT 204';'';'SANTA MONICA';31525410;10294.00;63.28;63.28;1983;'';'ZAP';'CONCLUIDO'
;2024/06/03 00:00:00;720000.00;20.56;'RESIDENCIAL';'RUA ALVES MARTINS';26;'APT 302';'';'CALAFATE';30411510;360;158.29;158.29;1998;'';'ZAP';'CONCLUIDO'
;2024/06/03 00:00:00;241500.00;0.36;'RESIDENCIAL';'RUA ANA DIAS DUARTE';140;'APT 701 BLOCO 02';'';'JARDIM GUANABARA';31742273;15015.00;61.04;61.04;2021;'';'ZAR2';'CONCLUIDO'
;2024/06/03 00:00:00;525000.00;9.36;'RESIDENCIAL';'RUA ANTONIO CESARIO DA ROCHA';191;'APT 304';'';'CAICARA ADELAIDE';30750170;741.2;142.88;142.88;2010;'';'ZAR2';'CONCLUIDO'
;2024/06/03 00:00:00;251795.51;0.20;'RESIDENCIAL';'RUA ANTONIO DE ANDRADE MENDES';430;'APT 1308 BLOCO 2';'';'PALMEIRAS';30575642;25644.42;54.24;54.24;2020;'';'ZAR2';'CONCLUIDO'
;2024/06/03 00:00:00;247771.57;0.20;'RESIDENCIAL';'RUA ANTONIO DE ANDRADE MENDES';430;'APT 508 BLOCO 4';'';'PALMEIRAS';30575642;25644.42;54.24;54.24;2020;'';'ZAR2';'CONCLUIDO'
;2024/06/03 00:00:00;195000.00;0.74;'RESIDENCIAL';'RUA ANTONIO PEIXOTO';191;'BLOCO 7 APT 104';'';'COQUEIROS';30881030;16192.00;69.93;69.93;1980;'';'ZAP';'CONCLUIDO'
;2024/06/03 00:00:00;490000.00;10.55;'RESIDENCIAL';'RUA APARECIDA FEITOSA FURTADO';106;'APT 202';'';'DIAMANTE';30627205;360.08;108.29;108.29;2013;'';'ZAP';'CONCLUIDO'
;2024/06/03 00:00:00;450000.00;6.38;'RESIDENCIAL';'RUA ARI VEIGA PINTO';162;'APT 103';'';'SAO JOAO BATISTA';31515280;720;51.78;51.78;2019;'';'ZAP';'CONCLUIDO'
;2024/06/03 00:00:00;283491.50;3.87;'RESIDENCIAL';'RUA AUGUSTO MOREIRA';725;'APT 502';'';'SANTA AMELIA';31555100;1253.21;71.77;71.77;2023;'';'ZAP';'CONCLUIDO'
;2024/06/03 00:00:00;230000.00;1.06;'RESIDENCIAL';'RUA AUGUSTO MUNIZ';191;'APT 3042';'';'CARDOSO';30626380;2722.14;65.29;65.29;2007;'';'ZAP';'CONCLUIDO'
;2024/06/03 00:00:00;1695000.00;4.59;'RESIDENCIAL';'RUA BARAO DE MACAUBAS';152;'APT 801';'';'SANTO ANTONIO';30350090;1491.00;270.05;270.05;2012;'';'ZA';'CONCLUIDO'
;2024/06/03 00:00:00;551607.84;16.67;'RESIDENCIAL';'RUA BARBOSA DE REZENDE';171;'APT 301';'';'GRAJAU';30431163;464;148;148;1982;'';'ZA';'CONCLUIDO'
;2024/06/03 00:00:00;139999.94;0.16;'RESIDENCIAL';'RUA BASILEIA';30;'BLOCO 10 APT 404';'';'EUROPA';31620300;26976.67;48.88;48.88;1994;'';'ZAR2';'CONCLUIDO'
;2024/06/03 00:00:00;900000.00;8.09;'RESIDENCIAL';'RUA BERNARDINO DE CAMPOS';15;'APT 1';'';'GUTIERREZ';30441175;796;254;254;1986;'';'ZA';'CONCLUIDO'
;2024/06/03 00:00:00;63242.86;0.54;'NAO RESIDENCIAL';'RUA BERNARDO GUIMARAES';1033;'GARAGE 10';'';'BOA VIAGEM';30140084;521.87;14.62;14.62;1991;'';'ZCBH';'CONCLUIDO'
;2024/06/03 00:00:00;156221.91;1.16;'NAO RESIDENCIAL';'RUA BERNARDO GUIMARAES';1033;'SALA 602';'';'BOA VIAGEM';30140084;521.87;31.42;31.42;1991;'';'ZCBH';'CONCLUIDO'
;2024/06/03 00:00:00;452501.60;0.26;'RESIDENCIAL';'RUA BOAVENTURA';2085;'APT 303 BLOCO 2';'';'AEROPORTO';31270310;14448.20;93.88;93.88;2021;'';'ZAP';'CONCLUIDO'
;2024/06/03 00:00:00;220000.00;2.67;'RESIDENCIAL';'RUA BOREAL';115;'BLOCO 2 APT 305';'';'JARDIM MONTANHES';30720550;1800.00;67;67;1983;'';'ZAP';'CONCLUIDO'
;2024/06/03 00:00:00;310000.00;2.16;'RESIDENCIAL';'RUA BOTUROBI';459;'APT 404 BLOCO 1';'';'NOVA SUISSA';30421345;1334.93;79.8;79.8;2011;'';'ZAP';'CONCLUIDO'
;2024/06/03 00:00:00;810000.00;14.29;'RESIDENCIAL';'RUA CALIFORNIA';302;'APT 301';'';'SION';30315500;468;208.84;208.84;1990;'';'ZA';'CONCLUIDO'
;2024/06/03 00:00:00;370000.00;16.79;'RESIDENCIAL';'RUA CAMPINAS';510;'APT 201';'';'ESPLANADA';30280090;360;90;90;1978;'';'ZAP';'CONCLUIDO'
