data_estimativa;data_pagamento;base_de_calculo;perc_transmitido;'finalidade_construcao';'logradouro';n_endereco;'n_unidade';'complemento_endereco';'bairro';cep;area_total_terreno;area_constr_total;area_constr_privativa;ano_construcao;'n_matricula_reg_imoveis';'n_zona_reg_imoveis';'situacao'
;2022/05/19 00:00:00;93812763;100.00;'COMERCIAL SEM LIXO ORGANICO Loja <= 4 Pavimentos';'av norte miguel arraes de alencar';3081;'';'';'Encruzilhada';;212.0;172.8;172.8;1943;'';'';'CONCLUIDO'
;2022/02/08 00:00:00;40000000;2.52;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';375;'';'apto 1001 edf luar do rosarinho';'Encruzilhada';;798.91;118.64;118.64;2007;'';'';'CONCLUIDO'
;2022/02/04 00:00:00;43000000;2.70;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';375;'';'apto 1301 edf luar do rosarinho';'Encruzilhada';;798.91;132.11;132.11;2007;'';'';'CONCLUIDO'
;2022/05/20 00:00:00;28000000;16.67;'RESIDENCIAL Apartamento <= 4 Pavimentos';'rua caio pereira';341;'';'apto 0201 edf cristal';'Encruzilhada';;504.0;156.45;156.45;1969;'';'';'CONCLUIDO'
;2022/04/27 00:00:00;59000000;1.59;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 302 edf sainte juliana';'Encruzilhada';;1295.39;145.8;145.8;2017;'';'';'CONCLUIDO'
;2022/12/05 00:00:00;71000000;1.59;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 901 edf sainte juliana';'Encruzilhada';;1295.39;145.68;145.68;2017;'';'';'CONCLUIDO'
;2022/12/12 00:00:00;71000000;1.59;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 901 edf sainte juliana';'Encruzilhada';;1295.39;145.68;145.68;2017;'';'';'CONCLUIDO'
;2022/01/18 00:00:00;60000000;1.59;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 502 edf sainte juliana';'Encruzilhada';;1295.39;145.8;145.8;2017;'';'';'CONCLUIDO'
;2022/12/30 00:00:00;71500000;1.59;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 1901 edf sainte juliana';'Encruzilhada';;1295.39;145.68;145.68;2017;'';'';'CONCLUIDO'
;2022/02/04 00:00:00;110000000;1.92;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';334;'';'apto 1501 edf essenza rosarinho';'Encruzilhada';;1737.63;183.6;183.6;2011;'';'';'CONCLUIDO'
;2022/11/10 00:00:00;73000000;2.74;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';390;'';'apto 1202 edf acantis';'Encruzilhada';;1147.48;174.33;174.33;2005;'';'';'CONCLUIDO'
;2022/01/18 00:00:00;82000000;2.00;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua belmiro correa';59;'';'apto 401 edf. jardim monet';'Encruzilhada';;1509.37;187.9;187.9;2021;'';'';'CONCLUIDO'
