data_estimativa;data_pagamento;base_de_calculo;perc_transmitido;'finalidade_construcao';'logradouro';n_endereco;'n_unidade';'complemento_endereco';'bairro';cep;area_total_terreno;area_constr_total;area_constr_privativa;ano_construcao;'n_matricula_reg_imoveis';'n_zona_reg_imoveis';'situacao'
;2023/12/21 00:00:00;106856263;100.00;'COMERCIAL COM LIXO ORGANICO Galpão';'av norte miguel arraes de alencar';3071;'';'';'Encruzilhada';;438.0;511.0;511.0;1997;'';'';'CONCLUIDO'
;2023/11/17 00:00:00;150000000;100.00;'COMERCIAL SEM LIXO ORGANICO Casa';'av norte miguel arraes de alencar';3029;'';'';'Encruzilhada';;779.33;582.44;582.44;1957;'';'';'CONCLUIDO'
;2023/09/22 00:00:00;11000000;27.19;'RESIDENCIAL Apartamento <= 4 Pavimentos';'rua belmiro correa';133;'';'apto 1';'Encruzilhada';;562.05;121.0;121.0;1970;'';'';'CONCLUIDO'
;2023/09/26 00:00:00;11000000;27.19;'RESIDENCIAL Apartamento <= 4 Pavimentos';'rua belmiro correa';133;'';'apto 1';'Encruzilhada';;562.05;121.0;121.0;1970;'';'';'CONCLUIDO'
;2023/09/22 00:00:00;11000000;18.20;'RESIDENCIAL Apartamento <= 4 Pavimentos';'rua belmiro correa';133;'';'apto 2';'Encruzilhada';;562.05;81.0;81.0;1970;'';'';'CONCLUIDO'
;2023/09/22 00:00:00;11000000;18.20;'RESIDENCIAL Apartamento <= 4 Pavimentos';'rua belmiro correa';133;'';'apto 3';'Encruzilhada';;562.05;81.0;81.0;1970;'';'';'CONCLUIDO'
;2023/09/26 00:00:00;11000000;18.20;'RESIDENCIAL Apartamento <= 4 Pavimentos';'rua belmiro correa';133;'';'apto 4';'Encruzilhada';;562.05;81.0;81.0;1970;'';'';'CONCLUIDO'
;2023/09/22 00:00:00;11000000;18.20;'RESIDENCIAL Apartamento <= 4 Pavimentos';'rua belmiro correa';133;'';'apto 0005';'Encruzilhada';;562.05;81.0;81.0;1970;'';'';'CONCLUIDO'
;2023/09/26 00:00:00;490000000;100.00;'RESIDENCIAL Casa';'rua belmiro correa';109;'';'';'Encruzilhada';;439.28;343.23;343.23;1951;'';'';'CONCLUIDO'
;2023/09/26 00:00:00;490000000;100.00;'RESIDENCIAL Casa';'rua belmiro correa';109;'';'';'Encruzilhada';;439.28;343.23;343.23;1951;'';'';'CONCLUIDO'
;2023/11/07 00:00:00;68000000;1.58;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 203 edf sainte juliana';'Encruzilhada';;1295.39;145.49;145.49;2017;'';'';'CONCLUIDO'
;2023/03/23 00:00:00;68000000;1.59;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 201 edf sainte juliana';'Encruzilhada';;1295.39;145.68;145.68;2017;'';'';'CONCLUIDO'
