data_estimativa;data_pagamento;base_de_calculo;perc_transmitido;'finalidade_construcao';'logradouro';n_endereco;'n_unidade';'complemento_endereco';'bairro';cep;area_total_terreno;area_constr_total;area_constr_privativa;ano_construcao;'n_matricula_reg_imoveis';'n_zona_reg_imoveis';'situacao'
;2019/01/16 00:00:00;40041200;2.52;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';375;'';'apto 303 edf luar do rosarinho';'Encruzilhada';;798.91;118.55;118.55;2007;'';'';'CONCLUIDO'
;2019/12/11 00:00:00;113800000;100.00;'COMERCIAL COM LIXO ORGANICO Casa';'rua caio pereira';331;'';'';'Encruzilhada';;537.5;390.89;390.89;2000;'';'';'CONCLUIDO'
;2019/07/17 00:00:00;56000000;1.59;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 602 edf sainte juliana';'Encruzilhada';;1295.39;145.8;145.8;2017;'';'';'CONCLUIDO'
;2019/11/08 00:00:00;69187522;1.59;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 801 edf sainte juliana';'Encruzilhada';;1295.39;145.68;145.68;2017;'';'';'CONCLUIDO'
;2019/08/13 00:00:00;54600000;1.59;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 802 edf sainte juliana';'Encruzilhada';;1295.39;145.8;145.8;2017;'';'';'CONCLUIDO'
;2019/04/25 00:00:00;65000000;1.68;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 2101 edf sainte juliana';'Encruzilhada';;1295.39;158.97;158.97;2017;'';'';'CONCLUIDO'
;2019/08/26 00:00:00;56731166;1.58;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 1603 edf sainte juliana';'Encruzilhada';;1295.39;145.49;145.49;2017;'';'';'CONCLUIDO'
;2019/11/05 00:00:00;63000000;1.58;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 1703 edf sainte juliana';'Encruzilhada';;1295.39;145.49;145.49;2017;'';'';'CONCLUIDO'
;2019/11/05 00:00:00;57290647;1.58;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';800;'';'apto 1803 edf sainte juliana';'Encruzilhada';;1295.39;145.49;145.49;2017;'';'';'CONCLUIDO'
;2019/12/06 00:00:00;68800000;1.92;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';334;'';'apto 1402 edf essenza rosarinho';'Encruzilhada';;1737.63;183.6;183.6;2011;'';'';'CONCLUIDO'
;2019/08/20 00:00:00;69134958;1.92;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';334;'';'apto 1501 edf essenza rosarinho';'Encruzilhada';;1737.63;183.6;183.6;2011;'';'';'CONCLUIDO'
;2019/09/12 00:00:00;3000000;1.92;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';334;'';'apto 2601 edf essenza rosarinho';'Encruzilhada';;1737.63;183.6;183.6;2011;'';'';'CONCLUIDO'
;2019/08/12 00:00:00;70000000;1.92;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';334;'';'apto 702 edf essenza rosarinho';'Encruzilhada';;1737.63;183.6;183.6;2011;'';'';'CONCLUIDO'
;2019/04/05 00:00:00;85000000;1.92;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua caio pereira';334;'';'apto 2402 edf essenza rosarinho';'Encruzilhada';;1737.63;183.6;183.6;2011;'';'';'CONCLUIDO'
;2019/11/08 00:00:00;43000000;3.33;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua doutor jose maria';578;'';'apto 0702 edf praia de ceres';'Encruzilhada';;861.0;184.77;184.77;2002;'';'';'CONCLUIDO'
;2019/11/14 00:00:00;45000000;3.33;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua doutor jose maria';578;'';'apto 0802 edf praia de ceres';'Encruzilhada';;861.0;184.77;184.77;2002;'';'';'CONCLUIDO'
;2019/10/09 00:00:00;55000000;3.33;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua doutor jose maria';578;'';'apto 1102 edf praia de ceres';'Encruzilhada';;861.0;184.77;184.77;2002;'';'';'CONCLUIDO'
;2019/11/11 00:00:00;42100000;0.75;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua doutor jose maria';600;'';'apto 1103 edf maria rosa';'Encruzilhada';;2431.0;111.89;111.89;2010;'';'';'CONCLUIDO'
;2019/06/28 00:00:00;52386179;0.91;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua doutor jose maria';600;'';'apto 1404 edf maria rosa';'Encruzilhada';;2431.0;139.58;139.58;2010;'';'';'CONCLUIDO'
;2019/12/13 00:00:00;54216788;0.91;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua doutor jose maria';600;'';'apto 2104 edf maria rosa';'Encruzilhada';;2431.0;139.58;139.58;2010;'';'';'CONCLUIDO'
;2019/03/13 00:00:00;105000000;1.40;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua doutor jose maria';658;'';'apto 102 edf casa rosada';'Encruzilhada';;3090.5;244.73;244.73;2010;'';'';'CONCLUIDO'
;2019/04/10 00:00:00;135000000;1.40;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua doutor jose maria';658;'';'apto 602 edf casa rosada';'Encruzilhada';;3090.5;244.73;244.73;2010;'';'';'CONCLUIDO'
;2019/08/22 00:00:00;38500000;1.16;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua doutor jose maria';512;'';'apto 801 privilege rosarinho';'Encruzilhada';;1619.23;100.79;100.79;2016;'';'';'CONCLUIDO'
;2019/02/01 00:00:00;22000000;0.69;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua engenheiro sampaio';68;'';'apto 101 splendid rosarinho';'Rosarinho';;2202.75;57.12;57.12;2014;'';'';'CONCLUIDO'
;2019/12/16 00:00:00;23750000;0.73;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua engenheiro sampaio';68;'';'apto 604 splendid rosarinho';'Rosarinho';;2202.75;59.93;59.93;2014;'';'';'CONCLUIDO'
;2019/06/04 00:00:00;40398126;1.21;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua engenheiro sampaio';68;'';'apto 1505 splendid rosarinho';'Rosarinho';;2202.75;99.82;99.82;2014;'';'';'CONCLUIDO'
;2019/04/22 00:00:00;25022565;0.69;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua engenheiro sampaio';68;'';'apto 1201 splendid rosarinho';'Rosarinho';;2202.75;57.12;57.12;2014;'';'';'CONCLUIDO'
;2019/03/15 00:00:00;22261330;0.69;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua engenheiro sampaio';68;'';'apto 1201 splendid rosarinho';'Rosarinho';;2202.75;57.12;57.12;2014;'';'';'CONCLUIDO'
;2019/08/29 00:00:00;44500000;1.21;'COMERCIAL COM LIXO ORGANICO Apartamento > 4 Pavimentos';'rua engenheiro sampaio';68;'';'apto 1302 splendid rosarinho';'Rosarinho';;2202.75;99.82;99.82;2014;'';'';'CONCLUIDO'
;2019/12/26 00:00:00;22400000;0.73;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua engenheiro sampaio';68;'';'apto 403 splendid rosarinho';'Rosarinho';;2202.75;59.93;59.93;2014;'';'';'CONCLUIDO'
;2019/08/28 00:00:00;22400000;0.69;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua engenheiro sampaio';68;'';'apto 1306 splendid rosarinho';'Rosarinho';;2202.75;57.12;57.12;2014;'';'';'CONCLUIDO'
;2019/06/18 00:00:00;37885909;1.21;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua engenheiro sampaio';68;'';'apto 1402 splendid rosarinho';'Rosarinho';;2202.75;99.82;99.82;2014;'';'';'CONCLUIDO'
;2019/12/13 00:00:00;71000000;2.50;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua eng sampaio';110;'';'apto 802 edf villa aguinaldo jurema';'Rosarinho';;1084.52;180.0;180.0;2016;'';'';'CONCLUIDO'
;2019/12/19 00:00:00;71000000;2.50;'RESIDENCIAL Apartamento > 4 Pavimentos';'rua eng sampaio';110;'';'apto 802 edf villa aguinaldo jurema';'Rosarinho';;1084.52;180.0;180.0;2016;'';'';'CONCLUIDO'
