data_estimativa;data_pagamento;base_de_calculo;perc_transmitido;'finalidade_construcao';'logradouro';n_endereco;'n_unidade';'complemento_endereco';'bairro';cep;area_total_terreno;area_constr_total;area_constr_privativa;ano_construcao;'n_matricula_reg_imoveis';'n_zona_reg_imoveis';'situacao'
2026/04/08 00:00:00;;337000.00;100.00;'APARTAMENTO';'Rua DA  REPUBLICA';580;'404';;'CIDADE BAIXA';90050321;0.00;60.23;52.62;1979;'30836';'5';'Lançada'
2026/01/14 00:00:00;2026/03/20 00:00:00;250000.00;100.00;'APARTAMENTO';'Rua DR MALHEIROS';101;'1406';;'SANTO ANTONIO';90640050;0.00;76.68;51.41;2015;'138186';'2';'Impressa'
2026/01/14 00:00:00;2026/03/20 00:00:00;50000.00;100.00;'ESPACO DE ESTACIONAMENTO RESIDENCIAL DESCOBERTO';'Rua DR MALHEIROS';101;'15';;'SANTO ANTONIO';90640050;0.00;11.36;10.58;2015;'138025';'2';'Impressa'
2026/06/03 00:00:00;;200000.00;100.00;'LOJA TERREA EM EDIFICIO';'Avenida BENTO GONCALVES';775;;;'SANTO ANTONIO';90650002;0.00;47.75;42.39;1980;'42053';'2';'Lançada'
2026/06/03 00:00:00;;30000.00;100.00;'ESPACO DE ESTACIONAMENTO RESIDENCIAL';'Rua FAGUNDES VARELA';30;'1';;'SANTO ANTONIO';90650010;0.00;15.48;13.74;1980;'42055';'2';'Lançada'
2026/06/03 00:00:00;;732000.00;100.00;'LOJA TERREA EM EDIFICIO';'Avenida BORGES DE MEDEIROS';589;;;'CENTRO HISTORIC';90020020;0.00;146.50;146.50;1946;'130856';'1';'Lançada'
2026/06/03 00:00:00;;177000.00;100.00;'APARTAMENTO';'Rua FAGUNDES VARELA';30;'409';;'SANTO ANTONIO';90650010;0.00;52.09;46.23;1980;'42044';'2';'Lançada'
2026/06/03 00:00:00;;280000.00;100.00;'LOJA TERREA EM EDIFICIO';'Avenida BENTO GONCALVES';767;;;'SANTO ANTONIO';90650002;0.00;66.70;59.20;1980;'42054';'2';'Lançada'
2026/06/03 00:00:00;;368000.00;100.00;'APARTAMENTO';'Avenida OSVALDO ARANHA';360;'201';;'BOM FIM';90035191;0.00;91.59;91.59;1957;'97554';'1';'Lançada'
2026/06/01 00:00:00;;11000000.00;12.50;;'Estrada ARMANDO INACIO DA SILVEIRA';397;;'AREA 4 AREA 4';'LAMI';91787470;1944010.00;;;;'86415';'3';'Impressa'
2026/06/01 00:00:00;;258000.00;12.50;;'Estrada ARMANDO INACIO DA SILVEIRA';397;;;'LAMI';91787470;45644.00;;;;'86414';'3';'Impressa'
2026/06/16 00:00:00;;285000.00;100.00;'APARTAMENTO';'Avenida SERTORIO';9140;'702';'BLOCO 1';'SARANDI';91020000;0.00;126.27;74.05;2010;'38602';'6';'Lançada'
2026/06/16 00:00:00;;35000.00;100.00;'ESPACO DE ESTACIONAMENTO RESIDENCIAL';'Avenida SERTORIO';9140;'26';;'SARANDI';91020000;0.00;14.33;10.58;2010;'38712';'6';'Lançada'
2026/05/12 00:00:00;;50000.00;100.00;'ESPACO DE ESTACIONAMENTO RESIDENCIAL DESCOBERTO';'Rua AURELIO PORTO';184;'5';;'PARTENON';90620090;0.00;11.26;10.60;2015;'136457';'2';'Lançada'
2026/05/12 00:00:00;;320000.00;100.00;'APARTAMENTO';'Rua AURELIO PORTO';184;'702';;'PARTENON';90620090;0.00;89.92;63.75;2015;'136556';'2';'Lançada'
2026/01/09 00:00:00;2026/06/23 00:00:00;140000.00;100.00;'SALA COMERCIAL';'Rua VOLUNTARIOS DA PATRIA';527;'20';;'CENTRO HISTORIC';90230010;0.00;87.50;51.62;1951;'59957';'1';'Impressa'
2026/01/09 00:00:00;2026/06/23 00:00:00;139000.00;100.00;'SALA COMERCIAL';'Rua VOLUNTARIOS DA PATRIA';527;'22';;'CENTRO HISTORIC';90230010;0.00;86.97;51.31;1951;'59959';'1';'Impressa'
2026/05/07 00:00:00;;279000.00;100.00;'SALA COMERCIAL';'Avenida OTAVIO ROCHA';54;'5';'5º ANDAR';'CENTRO HISTORIC';90020151;0.00;205.39;157.44;1970;'112495';'1';'Lançada'
2026/01/13 00:00:00;;250000.00;100.00;;'Rua MARIA DA CUNHA KOLLER';166;;;'BELEM NOVO';91780260;632.50;;;;'191530';'3';'Impressa'
2026/03/12 00:00:00;;176000.00;100.00;'APARTAMENTO';'Rua LEOPOLDO DE FREITAS';100;'301';'ap 301';'PASSO DA AREIA';91030460;0.00;47.22;43.19;1973;'6372';'4';'Impressa'
2026/03/19 00:00:00;;191000.00;100.00;'APARTAMENTO';'Avenida ALBERTO BINS';628;'203';;'CENTRO HISTORIC';90030140;0.00;51.90;40.20;1971;'23927';'1';'Lançada'
2026/04/06 00:00:00;2026/04/16 00:00:00;223000.00;100.00;'RESIDENCIA ISOLADA';'Rua CAPITAO PADILHA';510;;'ANTIGO NUM OITO';'GLORIA';91710100;363.00;61.00;61.00;1958;'119';'3';'Impressa'
2026/01/07 00:00:00;;800000.00;100.00;;'Estrada JORGE PEREIRA NUNES';1026;;'Unidade Privativa 14';'VILA NOVA';91787590;476.23;231.15;231.15;;'194679';'3';'Impressa'
2026/02/18 00:00:00;2026/02/23 00:00:00;850000.00;100.00;;'Avenida JUCA BATISTA';1023;;;'ESPIRITO SANTO';91770000;672.57;;;;'214099';'3';'Retificada'
2026/06/09 00:00:00;2026/06/22 00:00:00;214000.00;100.00;'SALA COMERCIAL';'Rua RIACHUELO';1339;'604';;'CENTRO HISTORIC';90010270;0.00;60.78;47.23;2014;'201967';'1';'Impressa'
2026/03/18 00:00:00;;750000.00;50.00;;'Avenida ASSIS BRASIL';11130;;;'SARANDI';91110000;20089.08;;;;'175939';'4';'Impressa'
2026/03/25 00:00:00;;410000.00;100.00;'RESIDENCIA ISOLADA';'Rua WILSON CONCEICAO BONA';44;'44';;'HIPICA';91788068;161.00;185.00;185.00;2010;'131330';'3';'Impressa'
2026/02/11 00:00:00;;224872.68;25.00;'APART-HOTEL(FLAT)';'Avenida PADRE CACIQUE';2703;'714';;'CRISTAL';90810240;0.00;97.44;61.57;2022;'57181';'5';'Impressa'
2026/01/14 00:00:00;;177000.00;100.00;'SALA COMERCIAL';'Avenida GOETHE';71;'412';;'RIO BRANCO';90430100;0.00;44.32;24.42;1994;'110616';'1';'Impressa'
2026/02/06 00:00:00;2026/03/05 00:00:00;2200000.00;100.00;;'Avenida DO  LAMI';2229;;;'BELEM NOVO';91780120;449676.00;;;;'164808';'3';'Impressa'
2026/05/21 00:00:00;2026/06/03 00:00:00;360000.00;90.00;;'Rua CATARINO ANDREATTA';318;;;'VILA NOVA';91750040;539.00;;;;'56630';'3';'Impressa'
2026/03/03 00:00:00;;285300.00;100.00;'APARTAMENTO';'Rua SENHOR DOS PASSOS';154;'1004';;'CENTRO HISTORIC';90020180;0.00;37.49;27.40;1959;'136439';'1';'Impressa'
2026/01/06 00:00:00;2026/01/12 00:00:00;160000.00;100.00;'APARTAMENTO';'Rua CAMAQUA';715;'101';;'CAMAQUA';91910630;0.00;71.62;42.31;1984;'50518';'3';'Impressa'
2026/01/06 00:00:00;2026/01/13 00:00:00;35000.00;100.00;'ESPACO DE ESTACIONAMENTO RESIDENCIAL';'Rua CAMAQUA';715;'9';;'CAMAQUA';91910630;0.00;14.08;12.00;1984;'50543';'3';'Impressa'
2026/01/09 00:00:00;;190000.00;100.00;'APARTAMENTO';'Avenida DA  CAVALHADA';4764;'402';;'VILA NOVA';91740001;0.00;104.97;104.97;1997;'92019';'3';'Impressa'
2026/01/27 00:00:00;2026/02/13 00:00:00;60000.00;50.00;'APARTAMENTO';'Rua DOS ANDRADAS';497;'707';;'CENTRO HISTORIC';90020000;0.00;42.71;30.65;1970;'25485';'5';'Impressa'
2026/05/19 00:00:00;2026/05/22 00:00:00;50000.00;100.00;'ESPACO DE ESTACIONAMENTO RESIDENCIAL DESCOBERTO';'Rua DR PEREIRA NETO';1914;'2';;'CAMAQUA';91920530;0.00;25.95;24.71;;'54323';'3';'Impressa'
2026/02/18 00:00:00;2026/02/23 00:00:00;280000.00;100.00;;'Rua JAYME TOLPOLAR';388;;;'FARRAPOS';90245300;126.50;;;;'93604';'4';'Impressa'
2026/01/29 00:00:00;2026/02/13 00:00:00;40000.00;100.00;'ESPACO DE ESTACIONAMENTO RESIDENCIAL DESCOBERTO';'Rua SAO MANOEL';1584;'25';;'SANTANA';90620110;0.00;11.68;10.58;2009;'132605';'2';'Impressa'
2026/05/22 00:00:00;2026/05/25 00:00:00;420000.00;100.00;'APARTAMENTO';'Rua DOM DIOGO DE SOUZA';283;'402';;'CRISTO REDENTOR';91350000;0.00;172.46;107.65;;'11829';'4';'Impressa'
2026/05/22 00:00:00;2026/05/25 00:00:00;;100.00;'ESPACO DE ESTACIONAMENTO RESIDENCIAL';'Rua DOM DIOGO DE SOUZA';283;'03';;'CRISTO REDENTOR';91350000;0.00;16.49;12.67;;'11808';'4';'Impressa'
